번호,도로명우편번호,도로명전체주소,인허가일자,영업상태명,폐업일자,사업장명,좌표번호 x,좌표번호y
3232,,,2005-01-07,폐업,2005-12-21,사랑이가득한동물병원,,
3233,,경기도 성남시 분당구 내정로166번길 43 (수내동),2005-01-29,폐업,2007-02-27,상아동물병원,37.37037354,127.1197197
3234,,경기도 성남시 분당구 황새울로258번길 25 (수내동),2005-03-10,폐업,2005-12-21,쥬쥬시티 동물병원,37.37942307,127.1141373
3235,,경기도 성남시 중원구 희망로 442 (금광동),2005-04-14,폐업,2005-12-29,서울동물병원,37.44441538,127.1549041
3236,13170,"경기도 성남시 중원구 산성대로 430, 태종빌딩 (금광동)",2005-05-23,폐업,2020-04-24,캐비어동물메디컬센터,37.44999073,127.1567139
3237,,,2005-05-23,폐업,2010-06-21,제일동물병원,37.42928307,127.1271142
3238,,"경기도 성남시 분당구 성남대로171번길 17, 110호 (금곡동,우성씨티밸리)",2004-01-07,폐업,2004-08-05,금곡동물병원,37.35113764,127.1039164
3239,,,2004-01-08,폐업,2010-12-31,효자동물병원,,
3240,,,2003-03-26,폐업,2003-11-03,퍼피앤조이동물병원,,
3241,,"서울특별시 강남구 남부순환로 2912 (대치동,우성APT상가 B110호)",2003-05-01,폐업,2013-03-29,펫프렌즈 동물의료센터,37.49083879,127.0543509
3242,,"서울특별시 강남구 도곡로 447 (대치동,외1필지)",2003-06-20,폐업,2015-09-15,베스트동물병원,37.49876876,127.0565026
3243,,,2003-07-10,폐업,2006-08-29,더독동물병원,,
3244,,,2005-02-05,폐업,2006-03-10,준동물병원,,
3245,,서울특별시 강남구 역삼로 442 (대치동),2005-03-04,폐업,2017-04-08,원동물병원,37.5018274,127.0525353
3246,,"서울특별시 강남구 학동로 165 (논현동,마일스디오빌 114,115호)",2010-02-22,폐업,2019-02-08,학동24시동물병원,37.51388504,127.0259958
3247,,"서울특별시 강남구 도곡로 175 (역삼동,102호)",2010-03-08,폐업,2013-10-14,서울가족동물병원,37.49195287,127.0356529
3248,6193,서울특별시 강남구 테헤란로64길 13 (대치동),2012-09-18,폐업,2015-08-28,루이스동물병원,37.5042546,127.0485688
3249,6029,서울특별시 강남구 압구정로 134 (신사동),2012-10-10,폐업,2015-01-15,가로수 동물병원,37.52436106,127.0205623
3250,6037,"서울특별시 강남구 도산대로 155, 1-2층 (신사동, 국제빌딩)",2016-06-03,폐업,2018-03-31,페츠비동물병원,37.51905337,127.0224286
3251,,"서울특별시 강남구 압구정로 134 (신사동,타워(빌)104호)",1998-08-21,폐업,2015-04-16,현대동물병원,37.52436106,127.0205623
3252,,서울특별시 강남구 남부순환로 2627 (도곡동),1999-12-28,폐업,2005-03-09,양재동물병원,37.48527886,127.0343432
3253,,서울특별시 강남구 봉은사로 463 (삼성동),1999-08-17,폐업,2007-06-07,백산동물병원,37.51245521,127.0474119
3254,,"서울특별시 강남구 남부순환로 2917 (대치동,청실상가 120)",1999-07-24,폐업,2003-11-01,청실동물병원,37.49314812,127.0561866
3255,,서울특별시 강남구 봉은사로 205 (논현동),2002-07-30,폐업,2011-06-28,강남동물병원,37.50777956,127.0315743
3256,6282,"서울특별시 강남구 도곡로 510, 1층 (대치동, 성창빌딩)",2016-09-02,폐업,2019-12-04,센트럴동물병원,37.49891185,127.0590646
3257,1684,서울특별시 노원구 노원로 456 (상계동),2012-03-19,폐업,2013-07-16,노원24시N동물의료센터,37.65752935,127.0637545
3258,1902,서울특별시 노원구 석계로9길 29 (월계동),2013-04-17,폐업,2014-06-12,e-동물병원,37.61682413,127.0599156
3259,1906,"서울특별시 노원구 마들로3길 15, 2층 (월계동, 이마트 )",2014-02-06,폐업,2018-03-30,웰리스동물병원(월계점),37.62734017,127.0589683
3260,1704,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 2, 4층 (상계동)",2016-02-11,폐업,2023-05-19,한국동물암센터,37.65317696,127.0652356
3261,1885,"서울특별시 노원구 월계로 336, 1층 (월계동, 상천빌딩)",2017-01-02,폐업,2018-04-26,닥터스종합동물병원,37.62914925,127.054956
3262,1630,"서울특별시 노원구 동일로 1626, 1층 (상계동)",2017-08-03,폐업,2018-11-09,서정동물병원,37.67357057,127.052933
3263,1848,"서울특별시 노원구 동일로 1014, 2층 (공릉동)",2018-03-29,폐업,2022-02-22,골드퍼피동물병원 중계점,37.62058304,127.0720531
3264,1906,서울특별시 노원구 마들로3길 15 (월계동),2011-12-21,폐업,2014-01-27,웰리스동물병원(월계점),37.62734017,127.0589683
3265,,서울특별시 노원구 화랑로 473 (공릉동),2000-12-23,폐업,2006-06-26,화랑동물병원,37.61928527,127.0767554
3266,,,2002-02-18,폐업,2004-02-27,동물나라동물병원,37.64982717,127.0714418
3267,,서울특별시 노원구 동일로 1622 (상계동),2002-05-16,폐업,2004-11-11,수락동물병원,37.67300631,127.0530831
3268,1667,서울특별시 노원구 한글비석로 436 (상계동),2002-09-24,폐업,2016-06-01,이엠동물병원,37.66293167,127.0662921
3269,,,2002-11-18,폐업,2004-02-12,굿모닝동물병원,37.66585521,127.0541369
3270,,,2002-12-16,폐업,2012-08-20,쿨펫동물병원,37.64682868,127.069939
3271,,"서울특별시 노원구 한글비석로 245 (중계동,두타빌A동111,112호)",2003-04-01,폐업,2012-05-21,중계종합동물병원,37.64959647,127.0734877
3272,,,2003-10-15,폐업,2004-02-04,닥터펫동물병원(중계점),,
3273,1783,서울특별시 노원구 동일로204가길 12 (중계동),2004-10-29,폐업,2018-03-29,러브펫동물병원,37.63991822,127.0657185
3274,,"서울특별시 강남구 삼성로 212 (대치동,은마상가A-229)",1990-01-25,폐업,2016-03-07,로잔수의과병원,37.49741756,127.0624373
3275,6343,서울특별시 강남구 일원로 45 (일원동),1993-11-01,폐업,2021-06-30,삼성종합동물병원,37.48991646,127.0786525
3276,6136,서울특별시 강남구 언주로103길 51 (역삼동),1995-03-06,폐업,2009-06-01,Dr.베토벤동물병원,37.50559282,127.0330788
3277,,,2000-04-27,폐업,2006-10-31,중부가축병원,,
3278,,,2003-03-11,폐업,2003-10-07,바우앤뮤동물병원,,
3279,,서울특별시 노원구 동일로 1093 (공릉동),2004-09-15,폐업,2009-06-13,시튼동물의료원,37.62755919,127.0688495
3280,,,2003-03-13,폐업,2005-02-23,퍼피즌동물병원,,
3281,,,2000-01-15,폐업,2003-06-04,원동물병원,,
3282,,서울특별시 강남구 강남대로118길 23 (논현동),2000-02-01,폐업,2012-11-15,백산동물병원,37.50698364,127.0222986
3283,,"서울특별시 강남구 개포로 512 (개포동,개포종합상가 112호)",2001-06-05,폐업,2010-02-25,개포동물병원,37.48927136,127.0659277
3284,,,2001-06-25,폐업,2009-06-11,한사랑동물병원,,
3285,,,2001-05-18,폐업,2012-07-02,구룡동물병원,,
3286,6199,서울특별시 강남구 역삼로 406 (대치동),1996-07-31,폐업,2021-03-02,그린동물병원,37.5005399,127.0487063
3287,,"서울특별시 강남구 삼성로 212 (대치동,은마상가 A-166호)",1996-05-08,폐업,2004-02-17,대치동물병원,37.49741756,127.0624373
3288,6306,서울특별시 강남구 개포로 223 (개포동),1997-02-03,폐업,2021-09-15,포이동물병원,37.47896093,127.0443652
3289,,서울특별시 강남구 논현로 621 (논현동),1998-03-27,폐업,2010-06-22,충현동물병원,37.50904022,127.0298608
3290,,,1998-05-27,폐업,2008-10-06,Dog&Cat 동물병원,,
3291,,"서울특별시 강남구 삼성로 654 (삼성동,1층)",2005-03-23,폐업,2005-09-20,우리종합동물병원,37.51859086,127.047847
3292,,"서울특별시 강남구 남부순환로363길 12-9 (도곡동,1층)",2005-04-14,폐업,2010-12-06,퍼플동물병원,37.48636737,127.0355947
3293,,,2005-04-19,폐업,2009-12-29,행복한 동물병원,,
3294,,"서울특별시 강남구 역삼로 423 (대치동,1층)",2005-05-11,폐업,2011-03-14,서울동물병원,37.50156337,127.0503317
3295,,"서울특별시 강남구 테헤란로64길 13, 106호 (대치동,풍림아이원레몬 상가)",2009-09-18,폐업,2012-09-05,스누피동물병원,37.5042546,127.0485688
3296,,,2004-09-24,폐업,2011-12-19,로얄벳동물병원(월계점),,
3297,,,2004-11-16,폐업,2006-04-10,수락동물병원,,
3298,,서울특별시 관악구 남부순환로 1929 (봉천동),1990-01-12,폐업,2009-07-31,에덴동물병원,37.47732637,126.9606788
3299,,,1990-06-07,폐업,2006-07-06,남부동물병원,,
3300,,,2001-11-14,폐업,2004-09-22,나은동물종합병원,,
3301,,,2002-11-19,폐업,2004-10-13,현대동물병원,,
3302,,,2003-01-22,폐업,2006-11-20,나눔동물병원,,
3303,,서울특별시 관악구 남부순환로 1859 (봉천동),2003-04-11,폐업,2009-08-26,관악동물종합병원,37.48015423,126.9536141
3304,,,2006-09-29,폐업,2013-01-02,한나동물병원,37.5297532,127.1309315
3305,,,2006-10-18,폐업,,필립동물병원,37.5466458,127.1428886
3306,,,2007-02-05,폐업,2007-09-28,펫클럽동물병원,37.55012906,127.1432678
3307,,,2007-05-23,폐업,2013-05-14,천호25시동물병원,37.53724329,127.1266125
3308,5292,"서울특별시 강동구 구천면로 428, 108호 (명일동, 센트로빌)",2007-10-01,폐업,2020-02-08,펫클럽동물병원,37.55012906,127.1432678
3309,,,2003-11-14,폐업,2007-05-31,해맑은동물병원,,
3310,,,2003-12-15,폐업,2009-04-10,DR.차동물병원,,
3311,,,2004-01-06,폐업,2005-05-11,난곡서울동물병원,,
3312,8793,서울특별시 관악구 인헌6길 8 (봉천동),2004-01-13,폐업,2014-04-22,한빛동물병원,37.4740796,126.9634868
3313,,,2008-03-03,폐업,2009-02-17,시이튼동물병원,37.54926856,127.1446405
3314,,,2009-04-22,폐업,2010-06-10,펫프렌즈동물병원천호,,
3315,5282,서울특별시 강동구 구천면로 664 (상일동),2009-06-08,폐업,2022-12-09,Dr.베토벤동물병원,37.55077133,127.1688822
3316,,,2004-02-26,폐업,2005-10-07,낙성대동물병원,,
3317,8761,서울특별시 관악구 남부순환로 1497 (신림동),2004-08-30,폐업,2022-01-20,세계로동물병원,37.48259728,126.9141446
3318,,,2004-09-22,폐업,2009-02-25,나은동물병원,,
3319,,"서울특별시 관악구 인헌6길 15 (봉천동,새한빌딩 104호)",2005-03-04,폐업,2011-04-01,행복한동물병원,37.47386051,126.9629785
3320,,서울특별시 관악구 호암로 591 (신림동),2005-05-10,폐업,2007-05-18,샘동물병원,37.47034284,126.9301774
3321,,,2005-05-12,폐업,2007-03-19,난곡서울동물병원,,
3322,,,2005-08-01,폐업,2011-09-14,해오름동물병원,,
3323,,,2005-12-23,폐업,2006-12-19,동물은 내친구,,
3324,,,2006-02-08,폐업,2007-04-16,쥬쥬종합동물병원,,
3325,,서울특별시 관악구 남부순환로 2062 (남현동),2006-10-23,폐업,2010-04-23,세인트필립동물병원,37.47639372,126.9748942
3326,,,2006-05-08,폐업,2006-06-08,신세대동물병원,37.55012906,127.1432678
3327,1310,서울특별시 도봉구 도봉로 763 (도봉동),2014-06-30,폐업,2017-10-13,도봉동물병원,37.67265448,127.0408338
3328,5269,서울특별시 강동구 고덕로62길 55 (명일동),2006-05-30,폐업,2016-06-15,주양동물병원,37.55251981,127.1506061
3329,1330,"서울특별시 도봉구 마들로 664, 2층 (도봉동, 킴스타워)",2017-05-15,폐업,2017-05-19,이엔김동물병원,37.6694186,127.0436096
3330,1330,"서울특별시 도봉구 마들로 664, 킴스타워 (도봉동)",2017-08-29,폐업,2019-09-03,이n김동물병원,37.6694186,127.0436096
3331,1453,서울특별시 도봉구 도봉로 506 (창동),2018-05-11,폐업,2018-10-15,둘리동물병원,37.65037054,127.0332124
3332,1401,서울특별시 도봉구 도봉로 586 (창동),2018-06-14,폐업,2023-06-12,강북우리동물의료센터,37.65687064,127.0371447
3333,8789,서울특별시 관악구 봉천로 516 (봉천동),2016-07-21,폐업,2018-10-15,연세동물병원,37.47974798,126.9527319
3334,4101,"서울특별시 마포구 신촌로 108, 1층 (노고산동)",2017-11-30,폐업,2018-07-30,신촌동물병원,37.55514724,126.9349735
3335,3963,"서울특별시 마포구 월드컵로 125, 4층 (망원동)",2018-06-22,폐업,2019-04-05,한국양봉농협 동물병원,37.55924122,126.9037995
3336,,,1993-10-10,폐업,2006-08-16,최재준동물병원,,
3337,,서울특별시 관악구 봉천로 236 (신림동),1996-08-23,폐업,2009-03-24,서진동물병원,37.48914182,126.9246521
3338,,,1996-02-09,폐업,2003-02-26,관악동물병원,,
3339,,,1997-04-14,폐업,2008-10-06,서울대부속동물병원,,
3340,8838,서울특별시 관악구 신림로 138 (신림동),1998-09-10,폐업,2019-05-27,정우동물병원,37.47176975,126.9316327
3341,,,1998-09-15,폐업,2004-08-30,세계로동물병원,,
3342,,,2000-03-17,폐업,2004-01-12,한빛동물병원,,
3343,,,2000-11-09,폐업,2003-12-10,내사랑동물병원,,
3344,8845,서울특별시 관악구 신림로 233 (신림동),2001-06-11,폐업,2018-08-01,서울동물병원,37.47723135,126.9323717
3345,,,2001-08-31,폐업,2004-02-26,닥터엠동물병원,,
3346,,,2008-01-31,폐업,2011-03-03,올포유동물병원,37.48710024,126.943276
3347,8826,서울특별시 관악구 관악로 1 (신림동),2008-10-07,폐업,2012-01-19,서울대학교 수의과대학 동물병원,37.45335819,126.9542725
3348,,서울특별시 관악구 은천로 22 (봉천동),2009-04-13,폐업,2015-04-01,은천동물병원,37.48613056,126.934543
3349,,서울특별시 관악구 남부순환로 1859 (봉천동),2009-08-27,폐업,2011-06-30,관악동물종합병원,37.48015423,126.9536141
3350,8768,서울특별시 관악구 시흥대로 552-1 (신림동),2010-05-06,폐업,2023-04-11,고려동물병원,37.48225277,126.8985969
3351,8715,"서울특별시 관악구 은천로 97, 공원빌딩 (봉천동)",2011-03-08,폐업,2019-06-04,닥터킴 동물병원,37.48710024,126.943276
3352,,서울특별시 관악구 인헌6길 15 (봉천동),2011-04-08,폐업,2012-11-01,행복한동물병원,37.47386051,126.9629785
3353,8860,"서울특별시 관악구 난곡로 98, B동 B05호 (신림동, 파로스프라자)",2014-04-10,폐업,2017-04-15,난향동물병원,37.46398876,126.9165881
3354,8793,"서울특별시 관악구 봉천로 601, 1층 (봉천동)",2014-05-20,폐업,2016-09-07,마음동물병원,37.4762383,126.9613787
3355,8762,"서울특별시 관악구 남부순환로 1531 (신림동, 태광빌딩)",2015-09-25,폐업,2020-04-01,동물병원 베를린,37.48327772,126.9178589
3356,4069,서울특별시 마포구 독막로 153 (창전동),2014-03-06,폐업,2018-08-30,한아름동물병원,37.5477094,126.9275158
3357,4101,"서울특별시 마포구 신촌로 108, 1층 (노고산동)",2014-05-16,폐업,,신촌동물병원,37.55514724,126.9349735
3358,,,2005-01-21,폐업,2005-06-01,신세대동물병원,37.55012906,127.1432678
3359,,,2005-02-28,폐업,2006-04-24,성내동물병원,37.53127994,127.125245
3360,,,2005-05-06,폐업,2006-07-27,Dr.심 동물병원,37.54911961,127.1272992
3361,,,2005-05-16,폐업,2012-04-05,왈왈동물병원,37.54902586,127.1500378
3362,,,2005-06-04,폐업,2006-02-28,신세대동물병원,37.55012906,127.1432678
3363,5354,"서울특별시 강동구 성안로 170, 104호 (길동, 에이치비골드빌)",2005-06-10,폐업,2016-07-15,해맑은동물병원,37.5380291,127.1331639
3364,,,2005-08-29,폐업,2006-08-31,에코바이오동물병원,37.53893653,127.1372326
3365,,"서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장 2층)",2007-07-02,폐업,2009-02-16,쿨펫동물병원,,
3366,,,2007-07-09,폐업,2009-06-09,용강동물병원,,
3367,3948,서울특별시 마포구 월드컵북로 167 (성산동),2008-02-29,폐업,2017-06-29,와우동물병원,37.56701447,126.9069046
3368,,,2008-07-22,폐업,,공덕 건강한 동물병원,,
3369,,"서울특별시 마포구 마포대로 173, 110호 (공덕동,마포 현대하이엘)",2010-02-04,폐업,2017-06-01,파크동물병원(animal. C),37.54981317,126.9515091
3370,,,1988-10-17,폐업,2009-07-14,이진수동물병원,37.54667998,127.1406899
3371,,서울특별시 강남구 도산대로 514 (청담동),2000-07-24,폐업,2010-08-31,일마레동물메디컬센터,37.52400948,127.0463581
3372,3998,"서울특별시 마포구 잔다리로 122, 2층 (서교동)",2014-07-11,폐업,2021-02-19,카라동물병원,37.55771905,126.9108842
3373,3948,서울특별시 마포구 월드컵북로 151 (성산동),2014-07-31,폐업,2017-03-10,이리온 동물병원 캣츠엔독스점 (상암점),37.56599763,126.9079341
3374,4129,"서울특별시 마포구 마포대로 195 (아현동, 마포래미안 푸르지오 4단지 상가 134호)",2014-10-27,폐업,2018-10-30,닥터M 동물병원,37.55559279,126.9507669
3375,4129,"서울특별시 마포구 마포대로 195 (아현동, 마포래미안푸르지오 4단지상가 214호)",2014-11-17,폐업,2020-11-19,예스 동물병원,37.55559279,126.9507669
3376,4036,"서울특별시 마포구 양화로 45, B층 101호 (서교동, 메세나폴리스 )",2014-11-21,폐업,2018-06-14,메세나 프렌즈 동물병원,37.55093437,126.9108925
3377,4205,"서울특별시 마포구 마포대로16길 7, 2층 (아현동)",2015-11-30,폐업,,24시 산들산들 동물병원,37.55097443,126.9536426
